,alligator,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,knife,ladder,lamp,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shower,sink,slipper,snow,soap,spoon,strawberry,stroller,sweater,table,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
stroller,0.7871745,0.80781364,1.0615145,1.1785619,0.9220604,1.2520125,0.96517277,0.6093652,1.0603266,0.74607784,0.8948816,1.2347498,0.72252804,0.62695694,1.2004343,1.2808796,1.0195647,1.0822685,0.97755015,0.66072506,1.1966699,1.2649766,1.250918,1.1454947,1.0803316,0.9840637,0.3438995,1.3458297,1.2327167,1.2395903,0.46925575,1.4202507,0.65102625,1.2130114,1.0624328,0.784307,0.7446453,0.84978783,1.0238928,0.9441779,0.901503,0.9651135,1.2259736,1.1682408,1.2788746,1.109209,0.75047743,1.2150878,0.8262696,1.2995224,0.7240859,1.1985112,0.9429568,1.2051694,0.90538275,1.2223986,0.83335316,1.3415376,0.973588,0.7144309,1.1369321,1.1577712,1.0299104,1.0508189,0.80342793,0.8840525,1.0565835,1.349342,1.3176287,1.0694702,0.91334206,0.8525772,1.0503044,1.0016172,1.1819656,0.87636596,1.1535101,0.98847175,1.2953773,0.67592764,0.88274896,0.7619631,0.98505247,1.2294276,0.92224175,1.1280187,1.228206,1.185835,0.0,0.8163329,0.9306952,1.0262643,1.3084548,1.0520916,1.3265284,1.0704368,1.1481314,0.9800534,1.0393763,1.261707,0.9501527
sweater,0.8834541,0.77691483,0.90097415,1.2272913,0.9553415,1.0076407,0.77361834,0.72422487,1.2750707,0.82428133,0.791078,1.0801344,0.9087445,0.8757235,1.1082343,1.2464212,0.9620635,0.83935493,0.9717357,0.84204936,1.4144915,1.2312908,1.2775522,1.1952239,0.9430166,1.2509432,1.0215759,1.1509424,1.0758041,1.2333493,0.736861,1.2941375,0.7731931,1.237077,0.95432353,1.1741762,1.0100094,0.9598918,1.122367,0.99276805,0.5160891,0.99951404,1.0905381,1.1965277,1.083906,1.0854069,0.92646873,1.2405795,1.1034904,1.1092532,0.70766586,1.2591085,0.9507574,1.1872452,0.8760423,0.97977674,0.8412818,1.2087407,1.02494,0.9697446,1.2028816,1.2342949,1.1924993,1.1035471,0.8109071,0.9450876,0.8464476,1.286151,1.2466412,1.1459208,1.2999995,0.8893518,0.9484637,1.2012823,1.1509947,1.0140667,1.1616445,0.8138734,1.1442348,0.5918174,1.0242691,0.88125485,0.7722155,1.3188063,0.8867208,1.2341024,1.0334889,1.301554,0.8163329,0.0,0.731419,1.210442,1.2798321,0.9613339,1.2978277,1.0752016,0.8937985,1.0724725,1.188279,1.2850688,0.91524476
table,0.66291875,0.7092101,0.8913485,1.2908752,0.85062397,1.0723584,0.055933595,0.6435598,1.3074998,0.7716044,0.793753,1.2067097,0.77122194,0.86639404,0.87123966,1.4248362,0.5910735,0.52875036,0.811587,0.8823272,1.464206,1.3619635,1.318276,1.1436847,0.78332984,1.2882699,1.1195062,1.3253831,1.037825,1.2021747,0.838384,1.427849,0.7590561,1.1630337,0.674495,1.2473521,1.089786,1.0165223,1.0939025,1.0686371,0.91944844,1.0235914,1.250754,1.2314614,0.9986051,1.0092672,0.9234342,1.415917,1.1607331,1.026174,0.9411905,1.3702476,1.04689,1.3885677,0.8719174,1.0089421,0.8446835,1.3920412,0.9868464,0.91047496,1.3894644,1.2304713,1.1522801,1.0287578,0.77717704,0.9741918,0.53050375,1.3846108,1.340906,1.1178448,1.3427513,0.9246357,0.57366455,1.1431026,1.2582741,1.0331677,1.3406558,0.7521683,1.1490526,0.76569486,1.0673356,0.7686218,0.061609328,1.4484998,0.8332491,1.3661664,1.1692275,1.443464,0.9306952,0.731419,0.0,1.3082774,1.3493073,0.9892552,1.3678296,1.0167129,0.5656176,1.1052179,1.3882028,1.4605782,0.831784
toe,1.0298595,0.94929814,1.1786466,0.8189119,1.0488497,1.1841617,1.2981536,1.219018,0.6660979,1.2985739,1.1040614,1.0223905,1.1888144,0.9466826,1.0145129,0.8753131,1.0793996,1.3546851,0.98785967,1.2493076,0.66870236,0.8126748,0.8944764,1.1476738,1.1497377,0.7665061,1.040855,1.0453849,1.1503512,0.97679204,1.1827146,0.74623793,1.3241713,0.7490401,1.2191291,0.9159622,0.99974036,1.263418,0.9453796,1.1126153,1.0465484,0.42186022,0.9080164,1.1045482,0.95236516,1.0930991,1.1869005,0.63465416,1.0136406,0.89722437,1.0512742,0.3979314,0.5308734,0.73785555,1.3062655,1.1216216,1.1440582,1.0336646,0.98207766,0.9999152,0.37792575,0.847396,0.864059,1.1548568,1.106948,0.8981378,1.1430585,0.75863504,0.7158744,0.8209624,0.8272338,1.3659127,1.1664549,1.0363485,1.0738078,1.1812059,0.6488647,1.29347,0.97589314,1.1460185,1.0313984,1.2785769,1.3039001,0.6939082,1.169434,0.6517086,1.1257119,0.6003384,1.0262643,1.210442,1.3082774,0.0,0.605809,0.91587037,0.8932722,1.1313658,1.200761,1.0464164,0.71742153,0.3735302,1.3701365
tooth,1.2225008,1.2288474,1.2309101,0.8910898,1.1921471,1.09366,1.2637626,1.3941224,0.6997225,1.2229342,1.2901695,0.7850281,1.3179214,1.1889074,1.0648122,0.7138674,1.1896088,1.347274,1.1794323,1.242425,0.6401811,0.6028869,0.7457253,0.7627318,1.2416594,0.7011565,1.1524084,0.7368064,0.8573847,0.6458562,1.3459663,0.49965018,1.2883004,0.7541102,1.1134825,1.0255251,1.1586347,1.1917555,0.7338803,1.1743598,1.2011031,0.8432256,0.6148101,0.97689456,0.7938267,1.1312783,1.2227862,0.6215943,1.1888245,0.9163986,1.2522992,0.36690915,1.0462146,0.6944953,1.2718949,0.952044,1.1192796,0.65695906,1.1029603,1.2870792,0.5589629,0.6840657,0.8762965,1.0045277,1.3275532,1.0204548,1.2823484,0.52914906,0.5578908,0.8730732,0.7803868,1.2729092,1.1506591,0.9250979,0.87350947,1.2141224,0.62709165,1.2677737,0.85985005,1.3656989,1.2204207,1.2890677,1.2613401,0.536826,1.0963484,0.6199956,0.932853,0.6006272,1.3084548,1.2798321,1.3493073,0.605809,0.0,0.87792313,0.6578387,1.184109,0.9931469,1.044087,0.70768225,0.47534454,1.1747463
toothbrush,0.7998661,0.87793386,0.9111979,1.0181638,0.68192846,1.1796994,0.9647983,1.0944431,1.0239512,1.0672697,0.914411,1.0015756,1.0717847,1.0085359,0.9456909,1.1149637,1.1307731,1.1172854,1.1195706,0.9103979,1.0891267,1.0815448,1.2439132,1.085076,0.86540353,1.1255193,1.1799747,1.2662419,1.023743,0.82289505,1.16155,0.90506756,1.0444762,1.0947028,1.1587609,1.0987188,1.0163088,1.2143636,0.9887235,0.9684916,1.1160598,0.7385129,1.101542,1.0312319,0.63049006,0.8552209,1.0559046,1.1447122,0.9124241,0.70741314,1.1216037,1.042201,0.8701935,1.0938449,1.097864,0.7670696,0.97764,1.0773845,0.97095376,0.7636528,1.0290235,0.87275386,1.0795505,1.178748,0.9854848,0.8325503,0.80866617,0.891892,0.8015728,0.82430375,1.1509145,0.99153066,1.1408994,1.0665071,1.2758209,1.1742266,1.0640341,1.0232916,0.5918005,1.0480992,0.8315643,1.0864785,0.99902266,1.1569388,1.1310369,0.9190252,1.09912,1.103349,1.0520916,0.9613339,0.9892552,0.91587037,0.87792313,0.0,0.95793736,0.8524883,0.9962374,1.0505816,0.796157,1.0800602,1.1365765
towel,1.2922144,1.2396783,1.1271881,0.734096,1.2662685,0.85930157,1.2832197,1.301799,0.66269124,1.1315898,1.3678555,0.8522753,1.0965436,1.3074477,1.0147257,0.6076769,1.1009088,1.2072679,1.1372066,1.1191655,0.63015914,0.66696626,0.61294436,0.93578815,1.1509043,0.7439168,1.0244211,0.6243912,0.8652819,0.72773564,1.2424097,0.44933486,1.3075683,0.83021355,1.0557959,1.0092839,1.1925611,1.0479646,0.9753469,0.97862995,1.3223637,1.0440425,0.7357301,0.85619104,0.8640327,1.1210203,1.2788365,0.66833293,0.9168524,0.976006,1.294603,0.78634226,1.126154,0.6909343,0.98383665,0.852436,1.218255,0.46609896,1.1007563,1.2031873,0.78266597,0.34267664,1.0899382,0.91083187,1.238582,1.1479938,1.3076,0.4959591,0.59209037,1.0608716,0.60695255,1.1642351,1.1071852,0.9144689,0.83982223,1.1559234,0.8294382,0.9944378,0.8547343,1.3527772,1.00564,1.2418548,1.2770851,0.6144472,1.1463194,0.83692276,0.9312376,0.64479446,1.3265284,1.2978277,1.3678296,0.8932722,0.6578387,0.95793736,0.0,0.966818,1.1205816,1.1135955,0.60751283,0.6602839,1.1597464
toy,1.0709274,1.3414981,0.49683315,0.74550354,0.58583236,0.8140656,1.0679276,1.11336,1.0754498,1.0997449,1.1879449,0.8454503,1.106101,1.2822288,0.8061265,0.6194584,0.8938072,0.9197811,1.1336262,1.1237787,0.75758386,0.9954224,0.9708332,0.76385665,1.0152794,1.2323092,1.1425494,0.91482663,1.1700583,1.0269518,1.2272284,0.8664218,1.2348969,0.8843826,0.92540395,0.9740235,0.92848474,1.1346778,1.2273937,0.9028363,1.0288022,1.148141,1.0070693,0.7742231,0.9260109,0.32963824,1.1870914,1.0649965,0.6443911,0.53456044,1.0425494,1.132139,1.0354347,0.86532927,1.1055017,1.0248461,1.2790996,0.9188822,0.91369617,0.70225656,0.96645063,1.0042294,1.0203352,1.1041662,1.230957,1.2497122,1.0237471,0.8507035,0.9814276,0.82419646,1.2923015,0.9871211,0.9386218,1.0051765,0.92724794,1.033189,1.1851583,1.0815518,0.9953718,1.2385619,0.6419969,1.2345189,1.0754877,0.9203002,1.1727155,0.9932911,0.95396125,0.9704376,1.0704368,1.0752016,1.0167129,1.1313658,1.184109,0.8524883,0.966818,0.0,1.1684252,0.8930001,0.8848307,1.0050958,1.072369
tray,1.0796134,0.86206037,1.1563458,1.0917249,1.1381946,0.8992976,0.60105395,1.0629559,1.1196256,0.79647076,0.9083064,1.186,1.0722299,1.0511528,0.7779561,1.1473892,0.8732642,0.57613206,1.022714,0.9918987,1.1082246,1.1476412,0.93514407,1.1891439,0.91423994,1.0545149,1.128669,1.0556953,0.7644735,1.0262389,1.1761796,1.0316375,0.9014313,1.0737907,0.86968875,1.2350545,1.2001469,0.879353,0.83270574,1.0880594,1.0471982,1.0197161,1.1930636,1.189286,0.88164985,1.1365209,1.080993,1.0921651,1.2956345,1.02569,1.163318,1.1702317,1.0068896,1.2106915,0.97261447,0.7809511,0.923972,0.97496486,0.99005985,1.260679,1.2958597,1.2070673,0.97465485,0.87031555,1.0490056,0.9992418,0.63339186,1.1799766,1.0818475,1.0838854,1.0693185,0.92382085,0.8164857,1.0240791,1.0097945,0.8865294,0.9618615,0.98835915,0.9400709,1.0057652,1.1703395,0.9866792,0.5685942,1.231605,1.0067191,1.0702349,0.7812577,1.1754106,1.1481314,0.8937985,0.5656176,1.200761,0.9931469,0.9962374,1.1205816,1.1684252,0.0,1.0583608,1.0087982,1.1927881,0.8269431
truck,1.1791462,1.2375926,0.9977234,0.9917961,1.157083,0.91166747,1.1088561,1.0601699,0.9979396,1.0896401,1.0179498,0.88009274,1.0473299,1.1259265,0.852237,0.8844472,1.09984,0.9739179,1.135387,1.0095519,0.9226155,0.954118,0.94831544,0.65498257,1.1151923,1.0551695,1.0231419,0.9236787,1.0443014,1.0751786,1.0887961,0.9740771,1.0706582,1.1014427,1.0998719,0.85642594,0.8620373,0.9507599,1.0702276,0.8413449,1.0137634,1.152074,1.0384502,0.9041827,1.0336176,0.9659165,0.99043936,0.9967392,1.0004321,1.0123,0.9980733,1.0482577,1.0937514,0.97926867,1.0843853,1.046672,1.1113894,0.8860538,0.8662225,1.1017925,1.0934067,1.0468999,0.8604503,0.9778414,1.0544709,1.073735,1.0250001,1.0328928,0.98835754,1.0431916,1.1026113,0.98693246,1.1177598,0.9372307,0.8483567,0.82432127,1.018494,1.1504844,0.96118474,1.0585537,1.0015327,1.096351,1.133553,0.96994025,0.95396346,1.0492821,0.94589967,0.9776822,0.9800534,1.0724725,1.1052179,1.0464164,1.044087,1.0505816,1.1135955,0.8930001,1.0583608,0.0,0.9995587,1.0507888,1.0203156
vacuum,1.2906761,1.2361752,1.1518306,0.7058816,1.2665895,0.8580209,1.3461928,1.4031801,0.84193593,1.1473943,1.3694634,0.83237535,1.4046019,1.2908555,1.0456251,0.51149774,1.1829294,1.1684959,1.243767,0.9295346,0.6675792,0.6180198,0.57740724,1.0085961,1.17403,0.8086812,0.9339651,0.7085462,0.98512405,0.9489309,1.3423475,0.50036067,1.2424839,0.9924634,1.1964242,0.90540516,1.1726998,0.91598576,0.9762657,0.9639126,1.1469797,0.9289783,0.82510823,0.8333616,0.90559,1.1085602,1.3056027,0.64620566,1.0339198,1.056897,1.1936193,0.7279322,0.9410738,0.7321211,1.2425064,0.9063618,1.2174153,0.47708726,1.029316,1.2742488,0.68711084,0.9196106,0.9045213,0.9405814,1.4017501,1.3413792,1.306863,0.6040624,0.6163677,0.98713446,0.93423146,0.91123396,1.2227265,0.98957616,0.82731986,0.99340683,0.75942874,1.1713974,0.8495797,1.378607,0.993547,1.2396336,1.3411734,0.7119264,1.2347378,0.7983329,0.8318447,0.5445004,1.0393763,1.188279,1.3882028,0.71742153,0.70768225,0.796157,0.60751283,0.8848307,1.0087982,0.9995587,0.0,0.6110426,1.1805757
watch,1.2820437,1.2924452,1.1675485,0.7972144,1.2334306,0.9292759,1.4103975,1.4237978,0.70406806,1.4457178,1.3246641,0.8569579,1.4081893,1.2306757,1.1034079,0.4139638,1.1329114,1.3545126,1.1491615,1.3369358,0.45435095,0.59021205,0.5870908,0.8370801,1.2551996,0.7141564,1.1485987,0.49895966,1.0867716,0.8127483,1.3613393,0.36971962,1.4769485,0.57011783,1.1874555,0.9366375,1.144628,1.223343,1.027163,1.2082983,1.1047717,0.80992514,0.5645501,0.95529246,0.9520627,1.0408226,1.2549486,0.27734476,1.0459759,0.8382209,1.1726239,0.2721904,0.8979674,0.31931293,1.3749921,1.040005,1.2411718,0.5836297,1.0817688,1.2730159,0.30159652,0.8510618,0.8801165,1.0588902,1.415319,1.1713616,1.4170797,0.3107887,0.42886174,0.9232785,0.86647403,1.3751035,1.1874803,1.0650736,0.7464945,1.200677,0.6011727,1.359357,0.967457,1.3617429,1.109879,1.3666706,1.410505,0.31428742,1.1968286,0.6670281,0.8784574,0.36864853,1.261707,1.2850688,1.4605782,0.3735302,0.47534454,1.0800602,0.6602839,1.0050958,1.1927881,1.0507888,0.6110426,0.0,1.3288137
window,0.97359353,1.0099139,0.95806664,1.2991421,1.0924813,1.0797744,0.8342862,0.73932785,1.043624,0.88135046,0.92659944,1.1197103,0.8128203,0.89551216,1.0439848,1.2043066,1.0916722,0.92637473,1.0072361,0.8936508,1.245368,1.1854236,1.0406905,0.8877878,0.87384486,0.91763395,0.91384023,1.1041644,0.8342252,0.86076045,0.82939136,1.2199916,0.41695106,1.1688688,0.98508006,1.0381671,1.0334857,0.7759721,0.8083079,1.1116234,1.0302967,1.3097459,1.0754124,1.0750242,1.0926826,1.0197866,0.81119704,1.2123694,1.1103363,1.282489,1.0516493,1.3547069,1.2192942,1.2074336,0.8082149,1.0562415,0.66091645,0.9662228,1.1167998,1.0245335,1.3893816,1.1209298,1.0170194,0.50854075,0.8690745,1.0220649,0.96378326,1.1508532,1.2431737,1.2619284,0.99082965,0.81952584,1.0283185,0.9380741,0.91264725,0.6806701,1.1733825,0.8956692,1.1765437,0.90962654,1.0345349,0.6602713,0.8422477,1.1344956,0.6395835,1.2795174,1.0944505,1.3558155,0.9501527,0.91524476,0.831784,1.3701365,1.1747463,1.1365765,1.1597464,1.072369,0.8269431,1.0203156,1.1805757,1.3288137,0.0
